corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.5618596076965332,,1,1.4221009016036987,,1,0.9065014719963074,,1
zero,0,0.1,0.5234421491622925,0.0052543849345944105,3,1.4812403122584026,0.008035361931363016,3,0.9261017243067423,0.003036101890374904,3
zero,0,0.25,0.46277621388435364,0.0004724691119260325,3,1.5789864460627239,0.0013847683643891707,3,0.9589070280392965,0.0005200762774222717,3
zero,0,0.5,0.36692073941230774,0.0069382524883241144,3,1.7303500175476074,0.010434204106813696,3,1.0078260501225789,0.0037883527053552877,3
zero,32,0.1,0.5219260056813558,0.01401169006166361,3,1.4840445915857952,0.021334108148178342,3,0.9269414742787679,0.007874674947681109,3
zero,32,0.25,0.4608967999617259,0.012014349274447046,3,1.58040189743042,0.022416537640785925,3,0.9585498372713724,0.009126311369615838,3
zero,32,0.5,0.39835628867149353,0.028454543050755204,3,1.690050721168518,0.04733358160396299,3,0.9922062555948893,0.018514461911403934,3
zero,64,0.1,0.5152156154314677,0.03212979654155163,3,1.493132750193278,0.05572272757979883,3,0.9297911723454794,0.021716967727486762,3
zero,64,0.25,0.46930719415346783,0.006457024694753717,3,1.5673281749089558,0.012563627808148932,3,0.9528341094652811,0.004921848884874451,3
zero,64,0.5,0.3617709279060364,0.0458952390596543,3,1.7358402808507283,0.06414218737777186,3,1.0098740855852764,0.025940850540316786,3
zero,96,0.1,0.506906638542811,0.025550519550999882,3,1.5100939273834229,0.043486521449712115,3,0.9371883670488993,0.016331043347265664,3
zero,96,0.25,0.4610290229320526,0.01975012772187431,3,1.581180175145467,0.028810022375574187,3,0.9583420157432556,0.009856274130392247,3
zero,96,0.5,0.35622965296109516,0.03185737271483447,3,1.7451721827189128,0.038834333158765943,3,1.0117120742797852,0.015861379156820263,3
zero,128,0.1,0.5156256357828776,0.024842338509216178,3,1.4912572304407756,0.04002530025288665,3,0.9288157423337301,0.015151523453689801,3
zero,128,0.25,0.4929901361465454,0.00573334838028396,3,1.5219144423802693,0.011420576098845918,3,0.9352323015530905,0.005074336993469259,3
zero,128,0.5,0.4107583860556285,0.0470783223739392,3,1.6715352137883503,0.07142473365288869,3,0.9841940999031067,0.02706815527459925,3
