corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.3397420756518841,0.17644210005703828,8,0.7597722001373768,0.32162972297904713,8,0.6498685367405415,0.17553931253746533,8
zero,0,0.1,0.3176020390043656,0.15446608349129343,24,0.7607573277006546,0.30158597777841256,24,0.6472811326384544,0.16211455497992433,24
zero,0,0.25,0.2813798776672532,0.13853278355277163,24,0.7730833316842715,0.30160413292864074,24,0.6498476006090641,0.15767179838054265,24
zero,0,0.5,0.21676559800592562,0.11237292452953826,24,0.7958378804226717,0.32479497681715297,24,0.6539312688012918,0.15500244252990666,24
zero,32,0.1,0.30669155755701166,0.15407977107790782,24,0.767943519478043,0.3082658061580488,24,0.649898083259662,0.1628938235225385,24
zero,32,0.25,0.2731221495972325,0.13160826342143514,24,0.7761672462026278,0.30858670087393286,24,0.6491633045176665,0.15611098058300382,24
zero,32,0.5,0.19837974000256509,0.09997650785859434,24,0.8086511275420586,0.3477620480104406,24,0.6548363318045934,0.15281489529041475,24
zero,64,0.1,0.30756450320283574,0.15211915794760406,24,0.7680371267100176,0.30694714087196623,24,0.6501831573744615,0.16164440967776944,24
zero,64,0.25,0.24477345674919584,0.12449611353692759,24,0.8001752315709988,0.32735377378157293,24,0.6572517491877079,0.15910104491991814,24
zero,64,0.5,0.20565500319935381,0.10358652562446574,24,0.8036039918661118,0.35725586648954805,24,0.6512581184506416,0.1556544826100727,24
zero,96,0.1,0.30103625427000225,0.14634191398669738,24,0.7753378761311372,0.305991490107108,24,0.6536109273632368,0.16031090147993945,24
zero,96,0.25,0.2604673052361856,0.14094613388160548,24,0.7812056969851255,0.3058420922628683,24,0.6512753007312616,0.1534409751473155,24
zero,96,0.5,0.20592898883235952,0.11217865381543671,24,0.7954220585525036,0.33988879294608026,24,0.6501402979095777,0.14741426408283356,24
zero,128,0.1,0.2972586105267207,0.15442128464705726,24,0.7755274859567484,0.31135064158132436,24,0.6533161289989948,0.15926409396092525,24
zero,128,0.25,0.27686473114105564,0.13908514858990356,24,0.7699469861884912,0.30472137017152245,24,0.645794790238142,0.14993401576948234,24
zero,128,0.5,0.18881872459314764,0.1160444185382029,24,0.8069168434788784,0.34732485203117663,24,0.6533887398739656,0.1505050263110756,24
