slide,corruption_type,radius,mask_ratio,seed_idx,PCC,MSE,MAE
MEND162,none,0,0.0,-1,0.44582122564315796,0.161170095205307,0.2727642357349396
MEND162,zero,0,0.1,0,0.42290210723876953,0.16733746230602264,0.27402499318122864
MEND162,zero,0,0.1,1,0.4213165044784546,0.16786834597587585,0.2755638062953949
MEND162,zero,0,0.1,2,0.4298565685749054,0.16679531335830688,0.2740909457206726
MEND162,zero,0,0.25,0,0.40114399790763855,0.17689667642116547,0.2828685939311981
MEND162,zero,0,0.25,1,0.38859519362449646,0.18224120140075684,0.2840072810649872
MEND162,zero,0,0.25,2,0.4018920958042145,0.17604507505893707,0.278607040643692
MEND162,zero,0,0.5,0,0.33211883902549744,0.19965317845344543,0.30327484011650085
MEND162,zero,0,0.5,1,0.35466957092285156,0.19926153123378754,0.3042934238910675
MEND162,zero,0,0.5,2,0.3256832957267761,0.20191116631031036,0.30515608191490173
MEND162,zero,32,0.1,0,0.41240155696868896,0.1699821650981903,0.28267890214920044
MEND162,zero,32,0.1,1,0.42776429653167725,0.1682528853416443,0.28097596764564514
MEND162,zero,32,0.1,2,0.3972373902797699,0.17225705087184906,0.2821232080459595
MEND162,zero,32,0.25,0,0.38425254821777344,0.18508915603160858,0.29894188046455383
MEND162,zero,32,0.25,1,0.3740682303905487,0.18750154972076416,0.30168023705482483
MEND162,zero,32,0.25,2,0.39110875129699707,0.17746485769748688,0.29081353545188904
MEND162,zero,32,0.5,0,0.31397104263305664,0.21523110568523407,0.33219242095947266
MEND162,zero,32,0.5,1,0.2790542542934418,0.22674928605556488,0.34028610587120056
MEND162,zero,32,0.5,2,0.27605733275413513,0.22992168366909027,0.34361401200294495
MEND162,zero,64,0.1,0,0.4182012975215912,0.17574183642864227,0.28782761096954346
MEND162,zero,64,0.1,1,0.4174577593803406,0.17337743937969208,0.28416749835014343
MEND162,zero,64,0.1,2,0.40148377418518066,0.1767846941947937,0.28766822814941406
MEND162,zero,64,0.25,0,0.38878634572029114,0.17859531939029694,0.2943028509616852
MEND162,zero,64,0.25,1,0.38033419847488403,0.18709251284599304,0.3009684085845947
MEND162,zero,64,0.25,2,0.3506407141685486,0.19505727291107178,0.3051469922065735
