corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.30971049269040424,0.04120727935246181,3,2.546235958735148,0.5013471616293276,3,1.0531100432078044,0.12319440949727037,3
zero,0,0.1,0.28691962195767295,0.03665153170788746,9,2.5889474285973444,0.4463585108368469,9,1.0619391997655232,0.11035554851494886,9
zero,0,0.25,0.2576911532216602,0.03449109693833429,9,2.673702187008328,0.4637806851605351,9,1.0788452095455594,0.11572890864198895,9
zero,0,0.5,0.20401082932949066,0.02550442521322001,9,2.8774258295694985,0.4961761923204647,9,1.1207770705223083,0.1256861581911152,9
zero,32,0.1,0.27288664546277785,0.0347401161678279,9,2.6300906340281167,0.44848676857665626,9,1.0705851912498474,0.11067736815899148,9
zero,32,0.25,0.23113232519891527,0.032715863108812915,9,2.7520834604899087,0.46224648856173683,9,1.0958848926756117,0.11617835505379637,9
zero,32,0.5,0.17201210723982918,0.021395220169352743,9,2.943260431289673,0.4654382692400002,9,1.1382734245724149,0.11913732603517557,9
zero,64,0.1,0.27325958510239917,0.031277297461192746,9,2.6249266465504966,0.4477244600055763,9,1.0709176394674513,0.110301196282605,9
zero,64,0.25,0.22755830652183956,0.026196097067044406,9,2.7571735911899142,0.46220096013066114,9,1.097830229335361,0.11528344389469805,9
zero,64,0.5,0.17154575222068363,0.024510303008647316,9,2.964032438066271,0.47750541219266024,9,1.1408705976274278,0.12203405058702514,9
zero,96,0.1,0.2706625594033135,0.03128605271146619,9,2.6331635316212973,0.44056963976610014,9,1.0727387136883206,0.1094312256227925,9
zero,96,0.25,0.22361034320460427,0.030021754485020175,9,2.7700523005591497,0.46331957975540794,9,1.0998639133241441,0.11659070387944268,9
zero,96,0.5,0.16238551172945234,0.0287382935136362,9,2.987834930419922,0.5104627162312171,9,1.146736290719774,0.13070273201378024,9
zero,128,0.1,0.2724016391568714,0.03299234948901497,9,2.632760524749756,0.44200731018460926,9,1.0715805755721197,0.11035929803696386,9
zero,128,0.25,0.22296787467267778,0.03052317296639337,9,2.777795394261678,0.47741444155029006,9,1.1031374136606853,0.11914649850003926,9
zero,128,0.5,0.16079281767209372,0.024011446856760155,9,2.9898211426205106,0.4862992216739337,9,1.1484899785783556,0.12404810002060956,9
