slide,corruption_type,radius,mask_ratio,seed_idx,PCC,MSE,MAE
NCBI642,none,0,0.0,-1,0.10350369662046432,0.48729461431503296,0.5154841542243958
NCBI642,zero,0,0.1,0,0.08740860223770142,0.4766334891319275,0.504963219165802
NCBI642,zero,0,0.1,1,0.094712994992733,0.47604039311408997,0.505348265171051
NCBI642,zero,0,0.1,2,0.09989865124225616,0.47451257705688477,0.5056753754615784
NCBI642,zero,0,0.25,0,0.07753515243530273,0.4444343149662018,0.4807175397872925
NCBI642,zero,0,0.25,1,0.08592192828655243,0.45391184091567993,0.48573073744773865
NCBI642,zero,0,0.25,2,0.07950715720653534,0.4478083550930023,0.4821980893611908
NCBI642,zero,0,0.5,0,0.04555622488260269,0.400543212890625,0.4396842420101166
NCBI642,zero,0,0.5,1,0.05975852161645889,0.3930478096008301,0.43306615948677063
NCBI642,zero,0,0.5,2,0.054300155490636826,0.3951210379600525,0.43659132719039917
NCBI642,zero,32,0.1,0,0.08106661587953568,0.46607470512390137,0.4969233274459839
NCBI642,zero,32,0.1,1,0.1070019081234932,0.4718363285064697,0.5021116137504578
NCBI642,zero,32,0.1,2,0.07696711272001266,0.47002339363098145,0.49968957901000977
NCBI642,zero,32,0.25,0,0.10258258879184723,0.4416879117488861,0.47592535614967346
NCBI642,zero,32,0.25,1,0.11189195513725281,0.4425710141658783,0.4760231077671051
NCBI642,zero,32,0.25,2,0.0642213523387909,0.4505327045917511,0.4796437919139862
NCBI642,zero,32,0.5,0,0.036348309367895126,0.41814759373664856,0.44965317845344543
NCBI642,zero,32,0.5,1,0.04137451574206352,0.40917688608169556,0.4438250958919525
NCBI642,zero,32,0.5,2,0.0455816313624382,0.40608933568000793,0.44165492057800293
NCBI642,zero,64,0.1,0,0.09914456307888031,0.48008236289024353,0.5064300298690796
NCBI642,zero,64,0.1,1,0.09770285338163376,0.46687552332878113,0.49818095564842224
NCBI642,zero,64,0.1,2,0.07728499919176102,0.46488866209983826,0.4953705370426178
NCBI642,zero,64,0.25,0,0.0646844208240509,0.45537304878234863,0.4842381477355957
NCBI642,zero,64,0.25,1,0.08354804664850235,0.4568510055541992,0.48373785614967346
NCBI642,zero,64,0.25,2,0.08792679756879807,0.4466310441493988,0.47935330867767334
NCBI642,zero,64,0.5,0,0.048929765820503235,0.4300123155117035,0.4577420651912689
NCBI642,zero,64,0.5,1,0.05087482929229736,0.4235226809978485,0.45671358704566956
NCBI642,zero,64,0.5,2,0.09797403216362,0.4206289052963257,0.4541550874710083
NCBI642,zero,96,0.1,0,0.07629984617233276,0.4677111506462097,0.4979563057422638
NCBI642,zero,96,0.1,1,0.07928814738988876,0.47622746229171753,0.5037946701049805
NCBI642,zero,96,0.1,2,0.07675216346979141,0.4794256389141083,0.5053689479827881
NCBI642,zero,96,0.25,0,0.06387113779783249,0.45278850197792053,0.4842158257961273
NCBI642,zero,96,0.25,1,0.059773340821266174,0.4458664059638977,0.47590458393096924
NCBI642,zero,96,0.25,2,0.04374495893716812,0.43399950861930847,0.4704667329788208
NCBI642,zero,96,0.5,0,0.02961280755698681,0.4268137812614441,0.45744800567626953
NCBI642,zero,96,0.5,1,0.008475253358483315,0.4138941764831543,0.44658777117729187
NCBI642,zero,96,0.5,2,0.07613389939069748,0.4153396785259247,0.45133185386657715
NCBI642,zero,128,0.1,0,0.1077367514371872,0.48310476541519165,0.5100561380386353
NCBI642,zero,128,0.1,1,0.08597737550735474,0.4507654309272766,0.4860934019088745
NCBI642,zero,128,0.1,2,0.1021479144692421,0.48058199882507324,0.5064882040023804
NCBI642,zero,128,0.25,0,0.05457228794693947,0.4500356614589691,0.48155516386032104
NCBI642,zero,128,0.25,1,0.04682888090610504,0.435527503490448,0.47132840752601624
NCBI642,zero,128,0.25,2,0.07336552441120148,0.45382341742515564,0.4838382303714752
NCBI642,zero,128,0.5,0,0.06985561549663544,0.40877845883369446,0.4464157521724701
NCBI642,zero,128,0.5,1,0.05640675500035286,0.41746628284454346,0.45241910219192505
NCBI642,zero,128,0.5,2,0.04876089096069336,0.4046688973903656,0.4423765242099762
