corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.10350369662046432,,1,0.48729461431503296,,1,0.5154841542243958,,1
zero,0,0.1,0.09400674949089687,0.006274903829198706,3,0.4757288197676341,0.0010942465308063894,3,0.5053289532661438,0.00035647069957689154,3
zero,0,0.25,0.0809880793094635,0.004385128276456931,3,0.44871817032496136,0.004803821119482534,3,0.48288212219874066,0.0025756481490705617,3
zero,0,0.5,0.05320496732989947,0.00716420867644781,3,0.3962373534838359,0.0038703860118400268,3,0.43644724289576214,0.0033113931032761807,3
zero,32,0.1,0.08834521224101384,0.016286672695097246,3,0.4693114757537842,0.0029460475723491657,3,0.49957484006881714,0.0025960455432767937,3
zero,32,0.25,0.09289863208929698,0.0252676840223799,3,0.4449305435021718,0.004871665436472561,3,0.47719741861025494,0.00211918512654851,3
zero,32,0.5,0.04110148549079895,0.004622712180344719,3,0.4111379384994507,0.006263760194884703,3,0.4450443983078003,0.004136188589328185,3
zero,64,0.1,0.09137747188409169,0.012225709453886431,3,0.47061551610628766,0.008258498374943303,3,0.49999384085337323,0.005748304964890746,3
zero,64,0.25,0.07871975501378377,0.012350559471886728,3,0.45295169949531555,0.005523504508576437,3,0.4824431041876475,0.0026875081651650027,3
zero,64,0.5,0.0659262090921402,0.027771262857367175,3,0.42472130060195923,0.004805165297264294,3,0.4562035799026489,0.0018470741067592735,3
zero,96,0.1,0.07744671901067098,0.0016106804745934392,3,0.47445475061734516,0.006055096106175801,3,0.5023733079433441,0.0039053833412867325,3
zero,96,0.25,0.055796479185422264,0.01063613370712538,3,0.4442181388537089,0.009502323726720207,3,0.47686238090197247,0.006924407527216658,3
zero,96,0.5,0.038073986768722534,0.03461382326423858,3,0.4186825454235077,0.007078849922693609,3,0.4517892102400462,0.005444543551342087,3
zero,128,0.1,0.09862068047126134,0.011300382514380942,3,0.47148406505584717,0.017987146464412605,3,0.5008792479832967,0.012928591238961272,3
zero,128,0.25,0.05825556442141533,0.013646364216146172,3,0.4464621941248576,0.009657244341297824,3,0.4789072672526042,0.006662014277983853,3
zero,128,0.5,0.058341087152560554,0.010679563730233438,3,0.41030454635620117,0.006533756649926882,3,0.44707045952479046,0.005053199424005329,3
