corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.06941181421279907,,1,0.5546472072601318,,1,0.5433418154716492,,1
zero,0,0.1,0.058224560072024666,0.003926638774270683,3,0.5552067359288534,0.0008939008897838512,3,0.5413617293039957,0.00037256412976528124,3
zero,0,0.25,0.04579298198223114,0.0033206026174722905,3,0.5563917954762777,0.00019966486052890552,3,0.5384679436683655,0.0003005131242669934,3
zero,0,0.5,0.03212548419833183,0.004438399919632328,3,0.560030996799469,0.0004934064394086394,3,0.5332846442858378,0.0006152899176352565,3
zero,32,0.1,0.06358261282245319,0.013903653725948917,3,0.5550098021825155,0.0024446476839552474,3,0.5402993162473043,0.0015642404481021862,3
zero,32,0.25,0.05967015648881594,0.011730449028590422,3,0.556034247080485,0.0015360660553228127,3,0.5366475383440653,0.0008488653746308765,3
zero,32,0.5,0.02039575281863411,0.021656105908004573,3,0.5654005606969198,0.0039990731428124595,3,0.5336825648943583,0.0017185989219780395,3
zero,64,0.1,0.04184736373523871,0.01065379330991472,3,0.5586335857709249,0.002619956474964004,3,0.5419756174087524,0.0011145853356716248,3
zero,64,0.25,0.04647275432944298,0.01038536311713199,3,0.5581089854240417,0.0017781735587006856,3,0.5370896657307943,0.0007372214080811714,3
zero,64,0.5,0.022862644245227177,0.013697178646045447,3,0.5653531948725382,0.0018029660427596695,3,0.5331027507781982,0.0012574231504190703,3
zero,96,0.1,0.05280959109465281,0.03046458577447446,3,0.5567077000935873,0.0045918122926612535,3,0.540948232014974,0.0017855336161162441,3
zero,96,0.25,0.03975482098758221,0.007866813937728914,3,0.5606971383094788,0.0032053835677856414,3,0.5384230812390646,0.0010936886858766823,3
zero,96,0.5,0.04222363792359829,0.018779858130809814,3,0.5630237857500712,0.00485713823767855,3,0.5314610600471497,0.0010937995663277344,3
zero,128,0.1,0.06391171365976334,0.017634127346680975,3,0.5561919411023458,0.0028106319413612737,3,0.5404041806856791,0.001639335049537434,3
zero,128,0.25,0.03127548905710379,0.01069054889878677,3,0.5609992345174154,0.0038787860181026985,3,0.5382232666015625,0.0009032794127477375,3
zero,128,0.5,0.06335532789429028,0.013600937764679813,3,0.5599141120910645,0.0012338598835030154,3,0.5299415588378906,0.0007106905625025473,3
