corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.5088276863098145,,1,1.0173274278640747,,1,0.7315173149108887,,1
zero,0,0.1,0.46731263399124146,0.0030653498528759844,3,1.0575204292933147,0.0027840868769402204,3,0.7483881711959839,0.0011530523523244321,3
zero,0,0.25,0.4191853205362956,0.0009008004162591067,3,1.1051222880681355,0.0032428120759361205,3,0.7699121634165446,0.0017929945242256108,3
zero,0,0.5,0.32595255970954895,0.005483707355237183,3,1.2046838998794556,0.003490143673347691,3,0.8124358654022217,0.001087065432746164,3
zero,32,0.1,0.44960354765256244,0.002288227447656939,3,1.0804694096247356,0.0022421362987586823,3,0.7552585005760193,0.00035450270740816734,3
zero,32,0.25,0.400763342777888,0.02359028598330847,3,1.1388001441955566,0.03311540463988402,3,0.7793114980061849,0.011412097528763793,3
zero,32,0.5,0.2960060437520345,0.02327891103245475,3,1.251128077507019,0.022575909810401154,3,0.8257874647776285,0.006972348001836926,3
zero,64,0.1,0.4714435935020447,0.006476200741702929,3,1.0566384394963582,0.008058881951405002,3,0.7469380497932434,0.002144085108053387,3
zero,64,0.25,0.3936712443828583,0.013872380133167096,3,1.1499958833058674,0.006949700079770016,3,0.783176064491272,0.002641928566672013,3
zero,64,0.5,0.2746440569559733,0.015905140751470252,3,1.2799530426661174,0.016214983029219865,3,0.835681160291036,0.007258772226575124,3
zero,96,0.1,0.4529389838377635,0.013461175917277716,3,1.073840061823527,0.01958787629784957,3,0.7538424531618754,0.007783812998964558,3
zero,96,0.25,0.40658323963483173,0.011645512472535348,3,1.1314113934834797,0.01443837103779382,3,0.7770792245864868,0.007586061121354821,3
zero,96,0.5,0.321529358625412,0.01108173300548286,3,1.2223766247431438,0.010735997987385991,3,0.8151035110155741,0.005237704079490322,3
zero,128,0.1,0.46086963017781574,0.008232268720329306,3,1.0665666659673054,0.010975250207031518,3,0.7513587673505148,0.005182700154661721,3
zero,128,0.25,0.39886030554771423,0.015344471170214022,3,1.1402359008789062,0.02507503824236069,3,0.780871311823527,0.010492848725743556,3
zero,128,0.5,0.28902580340703327,0.07497366367180583,3,1.263308842976888,0.08314158399476611,3,0.8282725016276041,0.03257589143387344,3
