corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.24792730808258057,0.055983701023869056,2,0.39038313925266266,0.11693843316877976,2,0.4418347030878067,0.05006845405563784,2
zero,0,0.1,0.23189053932825723,0.041514290877934616,6,0.39486942688624066,0.10042978561086618,6,0.43795856336752575,0.04495591678608785,6
zero,0,0.25,0.1998672733704249,0.03238186607932033,6,0.40811537206172943,0.11433253828514894,6,0.4356374144554138,0.05249372931855801,6
zero,0,0.5,0.16139160096645355,0.01787018846877662,6,0.4337969869375229,0.13941948436061108,6,0.43422746658325195,0.06413682115201114,6
zero,32,0.1,0.21708899239699045,0.038620250908965294,6,0.39973924060662586,0.10144011189613346,6,0.44153693815072376,0.044900611512141,6
zero,32,0.25,0.18334550907214484,0.0351691190654019,6,0.41568003098169964,0.11122099689805647,6,0.4441959410905838,0.05077787737882029,6
zero,32,0.5,0.14710499346256256,0.0098991735612605,6,0.44031500319639844,0.1364402933468824,6,0.4490840236345927,0.06640905026561045,6
zero,64,0.1,0.20892627288897833,0.03686077128782078,6,0.40042272210121155,0.10128409028633797,6,0.4426993727684021,0.045777371709920835,6
zero,64,0.25,0.14904848237832388,0.06837657831005896,6,0.4202674478292465,0.1074909899009788,6,0.44710673391819,0.050690338439335424,6
zero,64,0.5,0.16109503929813704,0.028305353626367494,6,0.43856820464134216,0.13235017389347128,6,0.45032453040281933,0.06604348855160201,6
zero,96,0.1,0.2000721668203672,0.04122801352853555,6,0.4028986444075902,0.10257284702967319,6,0.4431400845448176,0.04619697903403266,6
zero,96,0.25,0.16952341546614966,0.0319632504330068,6,0.41771790385246277,0.11554622228809315,6,0.44632018605868023,0.05524296987605503,6
zero,96,0.5,0.13916957502563795,0.023624847231251616,6,0.4437481015920639,0.13242762276316752,6,0.45264075696468353,0.06530577146953791,6
zero,128,0.1,0.20212645828723907,0.03430267987827579,6,0.4055816978216171,0.10363141962304963,6,0.44541041056315106,0.046252037877223776,6
zero,128,0.25,0.1664633055528005,0.03087716481330395,6,0.4195427745580673,0.11504406903433766,6,0.4470966309309006,0.05407764292107436,6
zero,128,0.5,0.11282101770242055,0.04183460645488983,6,0.4504860093196233,0.13169379765689818,6,0.45604726672172546,0.06518369908038131,6
