slide,corruption_type,radius,mask_ratio,seed_idx,PCC,MSE,MAE
TENX126,none,0,0.0,-1,0.3919273316860199,1.1079363822937012,0.7891062498092651
TENX126,zero,0,0.1,0,0.36492010951042175,1.1521888971328735,0.8004034757614136
TENX126,zero,0,0.1,1,0.3627927899360657,1.1516984701156616,0.8005699515342712
TENX126,zero,0,0.1,2,0.3665550947189331,1.1444298028945923,0.7985867261886597
TENX126,zero,0,0.25,0,0.3297189474105835,1.224518895149231,0.8193774223327637
TENX126,zero,0,0.25,1,0.3273286819458008,1.2334147691726685,0.821959912776947
TENX126,zero,0,0.25,2,0.33162057399749756,1.221920132637024,0.8189041018486023
TENX126,zero,0,0.5,0,0.27215781807899475,1.274024248123169,0.8394312262535095
TENX126,zero,0,0.5,1,0.2764434814453125,1.259278655052185,0.8333903551101685
TENX126,zero,0,0.5,2,0.27519771456718445,1.2909289598464966,0.8417612910270691
TENX126,zero,32,0.1,0,0.3029991388320923,1.174270749092102,0.8184077143669128
TENX126,zero,32,0.1,1,0.32027968764305115,1.1646780967712402,0.8115237951278687
TENX126,zero,32,0.1,2,0.30683791637420654,1.1651097536087036,0.8157998919487
TENX126,zero,32,0.25,0,0.2990986406803131,1.2039411067962646,0.8347983956336975
TENX126,zero,32,0.25,1,0.2537889778614044,1.2431029081344604,0.8502885699272156
TENX126,zero,32,0.25,2,0.24406176805496216,1.2542248964309692,0.8559849262237549
TENX126,zero,32,0.5,0,0.21200723946094513,1.3812974691390991,0.9176396727561951
TENX126,zero,32,0.5,1,0.19186748564243317,1.4115053415298462,0.9224333167076111
TENX126,zero,32,0.5,2,0.16018715500831604,1.4440009593963623,0.9393818974494934
TENX126,zero,64,0.1,0,0.3208101689815521,1.1602344512939453,0.8117390871047974
TENX126,zero,64,0.1,1,0.29890045523643494,1.1760324239730835,0.8197836875915527
TENX126,zero,64,0.1,2,0.3197116255760193,1.1612132787704468,0.8125019073486328
TENX126,zero,64,0.25,0,0.2551848888397217,1.2702281475067139,0.8594942688941956
TENX126,zero,64,0.25,1,0.22855907678604126,1.2861682176589966,0.8656393885612488
TENX126,zero,64,0.25,2,0.23125949501991272,1.288338303565979,0.8690423369407654
TENX126,zero,64,0.5,0,0.2011023461818695,1.4453797340393066,0.9394280910491943
TENX126,zero,64,0.5,1,0.19283585250377655,1.4325401782989502,0.9357420802116394
TENX126,zero,64,0.5,2,0.22646673023700714,1.4164336919784546,0.9231877326965332
TENX126,zero,96,0.1,0,0.3116062581539154,1.1807441711425781,0.8218869566917419
TENX126,zero,96,0.1,1,0.305438756942749,1.1755247116088867,0.8209304809570312
TENX126,zero,96,0.1,2,0.2738783359527588,1.2122379541397095,0.8388186097145081
TENX126,zero,96,0.25,0,0.24532759189605713,1.2766178846359253,0.8680840134620667
TENX126,zero,96,0.25,1,0.2429169863462448,1.2752195596694946,0.8652737140655518
TENX126,zero,96,0.25,2,0.2821134328842163,1.2504205703735352,0.8540892601013184
TENX126,zero,96,0.5,0,0.18058264255523682,1.4667149782180786,0.9502348303794861
TENX126,zero,96,0.5,1,0.2188001424074173,1.4117858409881592,0.931029736995697
TENX126,zero,96,0.5,2,0.22245202958583832,1.4188578128814697,0.9306160807609558
TENX126,zero,128,0.1,0,0.3362516462802887,1.1591529846191406,0.8117502331733704
TENX126,zero,128,0.1,1,0.33131569623947144,1.1853805780410767,0.8162444233894348
TENX126,zero,128,0.1,2,0.28446030616760254,1.203589916229248,0.8325222730636597
TENX126,zero,128,0.25,0,0.2476281374692917,1.2770212888717651,0.8679742813110352
TENX126,zero,128,0.25,1,0.2750856578350067,1.2519248723983765,0.8529934287071228
TENX126,zero,128,0.25,2,0.28927385807037354,1.2464224100112915,0.850071907043457
TENX126,zero,128,0.5,0,0.16044029593467712,1.488037347793579,0.9606438279151917
TENX126,zero,128,0.5,1,0.14434029161930084,1.5028973817825317,0.9628962874412537
TENX126,zero,128,0.5,2,0.1510220170021057,1.4927979707717896,0.9618529677391052
