slide,corruption_type,radius,mask_ratio,seed_idx,PCC,MSE,MAE
ZEN49,none,0,0.0,-1,0.26654866337776184,0.23815208673477173,0.3248242437839508
ZEN49,zero,0,0.1,0,0.2580200731754303,0.23803280293941498,0.32025498151779175
ZEN49,zero,0,0.1,1,0.25716888904571533,0.23799388110637665,0.32031673192977905
ZEN49,zero,0,0.1,2,0.26000821590423584,0.23865559697151184,0.320485919713974
ZEN49,zero,0,0.25,0,0.24780751764774323,0.24078243970870972,0.31612226366996765
ZEN49,zero,0,0.25,1,0.2359342724084854,0.24284550547599792,0.3178260028362274
ZEN49,zero,0,0.25,2,0.2397083342075348,0.24150702357292175,0.3161160349845886
ZEN49,zero,0,0.5,0,0.22173570096492767,0.24834851920604706,0.3110007643699646
ZEN49,zero,0,0.5,1,0.21581266820430756,0.24937854707241058,0.312155157327652
ZEN49,zero,0,0.5,2,0.21889984607696533,0.24923378229141235,0.31273695826530457
ZEN49,zero,32,0.1,0,0.25272393226623535,0.24075259268283844,0.3252677917480469
ZEN49,zero,32,0.1,1,0.23573507368564606,0.25102904438972473,0.3285348117351532
ZEN49,zero,32,0.1,2,0.25337132811546326,0.240465447306633,0.3245590031147003
ZEN49,zero,32,0.25,0,0.22328142821788788,0.24777953326702118,0.32458585500717163
ZEN49,zero,32,0.25,1,0.23425400257110596,0.24459514021873474,0.32375702261924744
ZEN49,zero,32,0.25,2,0.22955593466758728,0.24915891885757446,0.32643359899520874
ZEN49,zero,32,0.5,0,0.11426839232444763,0.294534295797348,0.34041789174079895
ZEN49,zero,32,0.5,1,0.19786369800567627,0.25852417945861816,0.3285069465637207
ZEN49,zero,32,0.5,2,0.16166847944259644,0.28386980295181274,0.3412339389324188
ZEN49,zero,64,0.1,0,0.20370696485042572,0.26212790608406067,0.33383244276046753
ZEN49,zero,64,0.1,1,0.24544817209243774,0.24606995284557343,0.32819199562072754
ZEN49,zero,64,0.1,2,0.22445683181285858,0.2546415627002716,0.33256763219833374
ZEN49,zero,64,0.25,0,0.20139417052268982,0.262641966342926,0.33316659927368164
ZEN49,zero,64,0.25,1,0.20798596739768982,0.2563779056072235,0.3295890986919403
ZEN49,zero,64,0.25,2,0.2317793220281601,0.2485874742269516,0.3278234302997589
ZEN49,zero,64,0.5,0,0.13009944558143616,0.29890939593315125,0.35043084621429443
ZEN49,zero,64,0.5,1,0.2005871832370758,0.26581868529319763,0.3396875262260437
ZEN49,zero,64,0.5,2,0.14600253105163574,0.2907145619392395,0.3446780741214752
ZEN49,zero,96,0.1,0,0.1933574229478836,0.2717655599117279,0.3389512896537781
ZEN49,zero,96,0.1,1,0.25811219215393066,0.2412213683128357,0.325997531414032
ZEN49,zero,96,0.1,2,0.23610752820968628,0.2427891194820404,0.3262399733066559
ZEN49,zero,96,0.25,0,0.23784172534942627,0.24096979200839996,0.32432717084884644
ZEN49,zero,96,0.25,1,0.24284929037094116,0.239096999168396,0.32549163699150085
ZEN49,zero,96,0.25,2,0.23769205808639526,0.24252882599830627,0.32733070850372314
ZEN49,zero,96,0.5,0,0.1928299516439438,0.2672822177410126,0.3374561667442322
ZEN49,zero,96,0.5,1,0.14860844612121582,0.2752002775669098,0.3419598937034607
ZEN49,zero,96,0.5,2,0.15267905592918396,0.28477969765663147,0.3435056209564209
ZEN49,zero,128,0.1,0,0.2634982466697693,0.23997168242931366,0.32710984349250793
