corruption_type,radius,mask_ratio,PCC_mean,PCC_std,PCC_count,MSE_mean,MSE_std,MSE_count,MAE_mean,MAE_std,MAE_count
none,0,0.0,0.5854875445365906,,1,1.674307942390442,,1,0.9535181522369385,,1
zero,0,0.1,0.5266410112380981,0.0034451445406054842,3,1.7286818424860637,0.005571246817152679,3,0.9722270170847574,0.00145441568684252,3
zero,0,0.25,0.4491192400455475,0.0033872432913873768,3,1.8245642185211182,0.0026600501774577717,3,1.0045741001764934,0.0013021219365668885,3
zero,0,0.5,0.33835187554359436,0.001340935688850671,3,1.985142747561137,0.002606734497340471,3,1.0588069756825764,0.0008058751502702489,3
zero,32,0.1,0.517620692650477,0.02746536723133055,3,1.7357261578241985,0.03187953378377578,3,0.9745220144589742,0.011546241035681927,3
zero,32,0.25,0.4421144922574361,0.04717797151196734,3,1.8306809663772583,0.05485396311623527,3,1.0072971781094868,0.019765934735741925,3
zero,32,0.5,0.3304893771807353,0.027822757336440785,3,1.9918110370635986,0.035327245194156066,3,1.0627185106277466,0.01275877965520382,3
zero,64,0.1,0.522904505332311,0.031041541002464354,3,1.7323790391286213,0.040148908713849324,3,0.973241408665975,0.014005467465954468,3
zero,64,0.25,0.4456477165222168,0.016668308661059356,3,1.826098084449768,0.01977323215024766,3,1.0066676537195842,0.007787301009508415,3
zero,64,0.5,0.3539576331774394,0.025097850933319874,3,1.968803842862447,0.027745144083789596,3,1.05381445089976,0.0102899247519034,3
zero,96,0.1,0.49401073654492694,0.02629894115404528,3,1.7671550512313843,0.03649027116084882,3,0.9861931006113688,0.012999885828567148,3
zero,96,0.25,0.4595479766527812,0.029371541644090154,3,1.8172569672266643,0.03684639825132822,3,1.0012999574343364,0.013873575424264628,3
zero,96,0.5,0.3624054988225301,0.06383102619293382,3,1.9577902555465698,0.07185257530659621,3,1.0476160446802776,0.026068807415886464,3
zero,128,0.1,0.5292484164237976,0.03632975552115513,3,1.727672537167867,0.048070881128813116,3,0.9704116185506185,0.016008003051361862,3
zero,128,0.25,0.42929285764694214,0.05543740146186359,3,1.8446059624354045,0.07508217522777585,3,1.014272928237915,0.028070475050548414,3
zero,128,0.5,0.35221712787946063,0.10781775513095584,3,1.9628461599349976,0.1166193025075826,3,1.0512614647547405,0.0440725782007931,3
