slide,corruption_type,radius,mask_ratio,seed_idx,PCC,MSE,MAE
TENX118,none,0,0.0,-1,0.5623291730880737,1.3950562477111816,0.8929133415222168
TENX118,zero,0,0.1,0,0.5037925839424133,1.4498119354248047,0.9094384908676147
TENX118,zero,0,0.1,1,0.5031247735023499,1.4500510692596436,0.9096890091896057
TENX118,zero,0,0.1,2,0.5037722587585449,1.451511263847351,0.91114741563797
TENX118,zero,0,0.25,0,0.4269944727420807,1.532679557800293,0.9355616569519043
TENX118,zero,0,0.25,1,0.4326561689376831,1.5298740863800049,0.93478924036026
TENX118,zero,0,0.25,2,0.4310481548309326,1.530799388885498,0.9360658526420593
TENX118,zero,0,0.5,0,0.32087036967277527,1.6563186645507812,0.9728794693946838
TENX118,zero,0,0.5,1,0.32069721817970276,1.6571763753890991,0.9727073907852173
TENX118,zero,0,0.5,2,0.3215031027793884,1.6616133451461792,0.9748268723487854
TENX118,zero,32,0.1,0,0.5028740167617798,1.4519970417022705,0.9094319343566895
TENX118,zero,32,0.1,1,0.5026669502258301,1.4525736570358276,0.9112836718559265
TENX118,zero,32,0.1,2,0.5103768706321716,1.4437522888183594,0.9084813594818115
TENX118,zero,32,0.25,0,0.41882622241973877,1.5409271717071533,0.9361897110939026
TENX118,zero,32,0.25,1,0.41298672556877136,1.5479285717010498,0.9377211928367615
TENX118,zero,32,0.25,2,0.4225687086582184,1.5445181131362915,0.9403145909309387
TENX118,zero,32,0.5,0,0.3254453241825104,1.6559456586837769,0.9694194197654724
TENX118,zero,32,0.5,1,0.33201703429222107,1.6596087217330933,0.9763696193695068
TENX118,zero,32,0.5,2,0.35287657380104065,1.6356759071350098,0.9644361138343811
TENX118,zero,64,0.1,0,0.5153724551200867,1.4538013935089111,0.9135225415229797
TENX118,zero,64,0.1,1,0.5001847147941589,1.4517112970352173,0.9105465412139893
TENX118,zero,64,0.1,2,0.46915435791015625,1.4791158437728882,0.9173299074172974
TENX118,zero,64,0.25,0,0.40607181191444397,1.5566668510437012,0.943549633026123
TENX118,zero,64,0.25,1,0.42017653584480286,1.539488673210144,0.9344294667243958
TENX118,zero,64,0.25,2,0.437804639339447,1.5289266109466553,0.9342432022094727
TENX118,zero,64,0.5,0,0.31605032086372375,1.6651575565338135,0.9788987636566162
TENX118,zero,64,0.5,1,0.3191104829311371,1.6632567644119263,0.9707193374633789
TENX118,zero,64,0.5,2,0.31321999430656433,1.6617778539657593,0.975522518157959
TENX118,zero,96,0.1,0,0.5034101605415344,1.4464532136917114,0.907832682132721
TENX118,zero,96,0.1,1,0.511358380317688,1.4570177793502808,0.9137444496154785
TENX118,zero,96,0.1,2,0.5048280954360962,1.462931752204895,0.915975034236908
TENX118,zero,96,0.25,0,0.4093579053878784,1.5539829730987549,0.9413108229637146
TENX118,zero,96,0.25,1,0.4094870686531067,1.5576138496398926,0.9445568919181824
TENX118,zero,96,0.25,2,0.4268125295639038,1.5288200378417969,0.9320849180221558
TENX118,zero,96,0.5,0,0.3303658664226532,1.6580547094345093,0.9708423614501953
TENX118,zero,96,0.5,1,0.3141428828239441,1.6762176752090454,0.9841461777687073
TENX118,zero,96,0.5,2,0.31560683250427246,1.6658481359481812,0.974307656288147
TENX118,zero,128,0.1,0,0.4827426075935364,1.466760516166687,0.9153425693511963
TENX118,zero,128,0.1,1,0.48138782382011414,1.4713481664657593,0.9156315326690674
TENX118,zero,128,0.1,2,0.47592389583587646,1.4754347801208496,0.9163122773170471
TENX118,zero,128,0.25,0,0.3831089735031128,1.5694595575332642,0.943814754486084
TENX118,zero,128,0.25,1,0.40495508909225464,1.543809175491333,0.9371464848518372
TENX118,zero,128,0.25,2,0.401146799325943,1.5522799491882324,0.9400138854980469
TENX118,zero,128,0.5,0,0.32973870635032654,1.6575531959533691,0.9700704216957092
TENX118,zero,128,0.5,1,0.3420034646987915,1.639878749847412,0.9652106761932373
TENX118,zero,128,0.5,2,0.34204357862472534,1.6494007110595703,0.9702650904655457
