slide,corruption_type,radius,mask_ratio,seed_idx,PCC,MSE,MAE
TENX117,none,0,0.0,-1,0.6800254583358765,1.7354469299316406,1.0501878261566162
TENX117,zero,0,0.1,0,0.6061922311782837,2.0763652324676514,1.1426708698272705
TENX117,zero,0,0.1,1,0.6098610758781433,2.0583527088165283,1.1379311084747314
TENX117,zero,0,0.1,2,0.6062542200088501,2.0638763904571533,1.139288306236267
TENX117,zero,0,0.25,0,0.5179391503334045,2.553361654281616,1.2693462371826172
TENX117,zero,0,0.25,1,0.516804575920105,2.533942937850952,1.2647415399551392
TENX117,zero,0,0.25,2,0.5121532082557678,2.5443828105926514,1.2664276361465454
TENX117,zero,0,0.5,0,0.38739433884620667,3.3295271396636963,1.4731533527374268
TENX117,zero,0,0.5,1,0.3766961693763733,3.3628180027008057,1.4773026704788208
TENX117,zero,0,0.5,2,0.38217294216156006,3.319207191467285,1.4677714109420776
TENX117,zero,32,0.1,0,0.5722317099571228,2.2075254917144775,1.1646194458007812
TENX117,zero,32,0.1,1,0.5818261504173279,2.1965668201446533,1.1739375591278076
TENX117,zero,32,0.1,2,0.5897753238677979,2.090977907180786,1.14247727394104
TENX117,zero,32,0.25,0,0.5107009410858154,2.5928795337677,1.2731491327285767
TENX117,zero,32,0.25,1,0.5076032280921936,2.6246140003204346,1.2822335958480835
TENX117,zero,32,0.25,2,0.5180230736732483,2.5969409942626953,1.276755452156067
TENX117,zero,32,0.5,0,0.40435153245925903,3.3407318592071533,1.476670742034912
TENX117,zero,32,0.5,1,0.38729870319366455,3.4053750038146973,1.4933406114578247
TENX117,zero,32,0.5,2,0.3840807378292084,3.422964096069336,1.4891986846923828
TENX117,zero,64,0.1,0,0.5785548686981201,2.141197681427002,1.1546765565872192
TENX117,zero,64,0.1,1,0.6062642335891724,2.077280282974243,1.1446563005447388
TENX117,zero,64,0.1,2,0.5866533517837524,2.15777325630188,1.1581450700759888
TENX117,zero,64,0.25,0,0.5496942400932312,2.329049587249756,1.227210521697998
TENX117,zero,64,0.25,1,0.5189204812049866,2.615856647491455,1.2989914417266846
TENX117,zero,64,0.25,2,0.4534440338611603,2.818444013595581,1.3179243803024292
TENX117,zero,64,0.5,0,0.3579621911048889,3.3101956844329834,1.4647223949432373
TENX117,zero,64,0.5,1,0.3706841766834259,3.3551011085510254,1.4839653968811035
TENX117,zero,64,0.5,2,0.34966719150543213,3.4040653705596924,1.4851566553115845
TENX117,zero,96,0.1,0,0.5619431138038635,2.334261178970337,1.2050597667694092
TENX117,zero,96,0.1,1,0.5917350053787231,2.0938103199005127,1.1513553857803345
TENX117,zero,96,0.1,2,0.593318521976471,2.100919485092163,1.1586400270462036
TENX117,zero,96,0.25,0,0.5514432787895203,2.4434974193573,1.2543041706085205
TENX117,zero,96,0.25,1,0.5066795945167542,2.679490089416504,1.2961313724517822
TENX117,zero,96,0.25,2,0.4797038733959198,2.7196013927459717,1.300104022026062
TENX117,zero,96,0.5,0,0.3629591464996338,3.404998540878296,1.4959479570388794
TENX117,zero,96,0.5,1,0.32869598269462585,3.570875883102417,1.5079498291015625
TENX117,zero,96,0.5,2,0.43878594040870667,3.2940526008605957,1.4751840829849243
TENX117,zero,128,0.1,0,0.6113446950912476,2.028201103210449,1.1291016340255737
TENX117,zero,128,0.1,1,0.6021786332130432,2.044482707977295,1.1313761472702026
TENX117,zero,128,0.1,2,0.5655575394630432,2.2459051609039307,1.169981598854065
TENX117,zero,128,0.25,0,0.4144596457481384,3.018200635910034,1.3514164686203003
TENX117,zero,128,0.25,1,0.4524184763431549,2.796424150466919,1.3207571506500244
TENX117,zero,128,0.25,2,0.45866668224334717,2.8495404720306396,1.332947850227356
TENX117,zero,128,0.5,0,0.329151451587677,3.425133228302002,1.4816592931747437
TENX117,zero,128,0.5,1,0.3618408441543579,3.4354257583618164,1.4968366622924805
TENX117,zero,128,0.5,2,0.3686794638633728,3.434601068496704,1.4835528135299683
